Title,Details,InfoLinks,LinkToPage,Date
Gepack ??? pogovor,"
2024-02-01T00:00:00+01:00
2024-02-02T00:00:00+01:00
 Kino Delavski Dom Trbovlje Trbovlje",https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje-https://dogodki.kulturnik.si/?where=Trbovlje,,"četrtek, 1. februar 2024"
Dejan Vunjak in Brendijeve barabe,"
2024-02-02T00:00:00+01:00
 Kulturni center Laško Laško",https://dogodki.kulturnik.si/?where=Kulturni%20center%20La%C5%A1ko-https://dogodki.kulturnik.si/?where=La%C5%A1ko,https://www.facebook.com/photo/?fbid=920118012808010&set=a.343441213809029,"petek, 2. februar 2024"
Kurentovanje,"
2024-02-03T00:00:00+01:00
2024-02-14T00:00:00+01:00
 Ptuj",https://dogodki.kulturnik.si/?where=Ptuj,http://www.kurentovanje.net,"sobota, 3. februar 2024"
Škrt škrt kra čof!,"
Sun Feb 04 2024 11:00:00 GMT+0100 (Central European Standard Time)
 Oder pod zvezdami LGL Ljubljana",https://dogodki.kulturnik.si/?where=Oder%20pod%20zvezdami%20LGL-https://dogodki.kulturnik.si/?where=Ljubljana,http://www.lgl.si/si/predstave/vse-predstave/736-Skrt-skrt-kra-cof,"nedelja, 4. februar 2024"
Interesno območje,"
Mon Feb 05 2024 16:30:00 GMT+0100 (Central European Standard Time)
Mon Feb 05 2024 18:16:00 GMT+0100 (Central European Standard Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/interesno-obmocje/,"ponedeljek, 5. februar 2024"
"Bela golobica: čudežna zgodba (120', biografska pustolovska drama)","
Tue Feb 06 2024 09:00:00 GMT+0100 (Central European Standard Time)
Tue Feb 06 2024 11:00:00 GMT+0100 (Central European Standard Time)
 Kino Delavski Dom Trbovlje Trbovlje",https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje-https://dogodki.kulturnik.si/?where=Trbovlje,,"torek, 6. februar 2024"
Popolni dnevi,"
Wed Feb 07 2024 13:00:00 GMT+0100 (Central European Standard Time)
Wed Feb 07 2024 15:04:00 GMT+0100 (Central European Standard Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/popolni-dnevi/,"sreda, 7. februar 2024"
Brezplačni vodenji po fotografski razstavi Slovenski punk in fotografija,"
Thu Feb 08 2024 00:00:00 GMT+0100 (Central European Standard Time)
Thu Feb 08 2024 23:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom, Galerija CD Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Galerija%20CD-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/razstave/brezplacni-vodenji-po-fotografski-razstavi-slovenski-punk-in-fotografija,"četrtek, 8. februar 2024"
Škrt škrt kra čof!,"
Sun Feb 04 2024 11:00:00 GMT+0100 (Central European Standard Time)
 Oder pod zvezdami LGL Ljubljana",https://dogodki.kulturnik.si/?where=Oder%20pod%20zvezdami%20LGL-https://dogodki.kulturnik.si/?where=Ljubljana,http://www.lgl.si/si/predstave/vse-predstave/736-Skrt-skrt-kra-cof,"nedelja, 4. februar 2024"
Interesno območje,"
Mon Feb 05 2024 16:30:00 GMT+0100 (Central European Standard Time)
Mon Feb 05 2024 18:16:00 GMT+0100 (Central European Standard Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/interesno-obmocje/,"ponedeljek, 5. februar 2024"
"Bela golobica: čudežna zgodba (120', biografska pustolovska drama)","
Tue Feb 06 2024 09:00:00 GMT+0100 (Central European Standard Time)
Tue Feb 06 2024 11:00:00 GMT+0100 (Central European Standard Time)
 Kino Delavski Dom Trbovlje Trbovlje",https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje-https://dogodki.kulturnik.si/?where=Trbovlje,,"torek, 6. februar 2024"
Popolni dnevi,"
Wed Feb 07 2024 13:00:00 GMT+0100 (Central European Standard Time)
Wed Feb 07 2024 15:04:00 GMT+0100 (Central European Standard Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/popolni-dnevi/,"sreda, 7. februar 2024"
Brezplačni vodenji po fotografski razstavi Slovenski punk in fotografija,"
Thu Feb 08 2024 00:00:00 GMT+0100 (Central European Standard Time)
Thu Feb 08 2024 23:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom, Galerija CD Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Galerija%20CD-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/razstave/brezplacni-vodenji-po-fotografski-razstavi-slovenski-punk-in-fotografija,"četrtek, 8. februar 2024"
Dnevi komedije,"
Fri Feb 09 2024 00:00:00 GMT+0100 (Central European Standard Time)
Mon Feb 26 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Celje",https://dogodki.kulturnik.si/?where=Celje,http://www.slg-ce.si/domov/dnevi-komedije,"petek, 9. februar 2024"
Pajkovi: Dojenčica in Karneval,"
Sat Feb 10 2024 10:00:00 GMT+0100 (Central European Standard Time)
Sat Feb 10 2024 10:22:00 GMT+0100 (Central European Standard Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/pajkovi-dojencica-in-karneval/,"sobota, 10. februar 2024"
Ansambel Saša Avsenika,"
Sun Feb 11 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Cerknica",https://dogodki.kulturnik.si/?where=Cerknica,https://www.facebook.com/events/310879048509259/,"nedelja, 11. februar 2024"
Dnevi komedije,"
Fri Feb 09 2024 00:00:00 GMT+0100 (Central European Standard Time)
Mon Feb 26 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Celje",https://dogodki.kulturnik.si/?where=Celje,http://www.slg-ce.si/domov/dnevi-komedije,"petek, 9. februar 2024"
Pajkovi: Dojenčica in Karneval,"
Sat Feb 10 2024 10:00:00 GMT+0100 (Central European Standard Time)
Sat Feb 10 2024 10:22:00 GMT+0100 (Central European Standard Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/pajkovi-dojencica-in-karneval/,"sobota, 10. februar 2024"
Ansambel Saša Avsenika,"
Sun Feb 11 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Cerknica",https://dogodki.kulturnik.si/?where=Cerknica,https://www.facebook.com/events/310879048509259/,"nedelja, 11. februar 2024"
Festival gorniškega filma,"
Mon Feb 12 2024 00:00:00 GMT+0100 (Central European Standard Time)
Sun Feb 18 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Domžale",https://dogodki.kulturnik.si/?where=Dom%C5%BEale,http://www.gorniski.si,"ponedeljek, 12. februar 2024"
Mojstrski webinar za moderatorje bralnih klubov (Spletno izobraževanje),"
Tue Feb 13 2024 13:30:00 GMT+0100 (Central European Standard Time)
 KUD Police Dubove Brezovica pri Ljubljani",https://dogodki.kulturnik.si/?where=KUD%20Police%20Dubove-https://dogodki.kulturnik.si/?where=Brezovica%20pri%20Ljubljani,http://mestoliterature.si/mojstrski-webinar-za-moderatorje-bralnih-klubov-24-01-2024.html,"torek, 13. februar 2024"
Dejan Vunjak in Brendijeve barabe,"
Wed Feb 14 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Narodni dom Maribor Maribor",https://dogodki.kulturnik.si/?where=Narodni%20dom%20Maribor-https://dogodki.kulturnik.si/?where=Maribor,https://www.facebook.com/photo/?fbid=920118012808010&set=a.343441213809029,"sreda, 14. februar 2024"
18. Festival gorniškega filma: Anatomija vzpona in Yamnuska: tanka meja,"
Thu Feb 15 2024 16:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom, Kosovelova dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.mojekarte.si/si/18-festival-gorniskega-filma-anatomija-vzpona-in-yamnuska-tanka-meja/vstopnice-1178895.html,"četrtek, 15. februar 2024"
Dejan Vunjak in Brendijeve barabe,"
Fri Feb 16 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom Vrhnika Vrhnika",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%20Vrhnika-https://dogodki.kulturnik.si/?where=Vrhnika,https://www.facebook.com/photo/?fbid=920118012808010&set=a.343441213809029,"petek, 16. februar 2024"
Po zgodbi Toneta Pavčka: JURI MURI V AFRIKI PLEŠE | otroški abonma SOBOTNA MATINEJA,"
Sat Feb 17 2024 10:00:00 GMT+0100 (Central European Standard Time)
 Tomčeva dvorana Domžale",https://dogodki.kulturnik.si/?where=Tom%C4%8Deva%20dvorana-https://dogodki.kulturnik.si/?where=Dom%C5%BEale,https://www.mojekarte.si/si/po-zgodbi-toneta-pavc&#780;ka-juri-muri-v-afriki-ples&#780;e-otroski-abonma-sobotna-matineja/vstopnice-1179715.html,"sobota, 17. februar 2024"
Friderik čaka Zimo,"
Sun Feb 18 2024 10:30:00 GMT+0100 (Central European Standard Time)
 Ljubljanski Grad, Grajsko gledališče Ljubljana",https://dogodki.kulturnik.si/?where=Ljubljanski%20Grad%2C%20Grajsko%20gledali%C5%A1%C4%8De-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.mojekarte.si/si/friderik-caka-zimo/vstopnice-1174801.html,"nedelja, 18. februar 2024"
Kino matineja,"
Mon Feb 19 2024 00:00:00 GMT+0100 (Central European Standard Time)
Tue Feb 20 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Kino Delavski Dom Trbovlje Trbovlje",https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje-https://dogodki.kulturnik.si/?where=Trbovlje,,"ponedeljek, 19. februar 2024"
Šola čarobnih živali 2,"
Tue Feb 20 2024 10:00:00 GMT+0100 (Central European Standard Time)
Tue Feb 20 2024 11:43:00 GMT+0100 (Central European Standard Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/sola-carobnih-zivali-2/,"torek, 20. februar 2024"
kino matineja,"
Wed Feb 21 2024 00:00:00 GMT+0100 (Central European Standard Time)
Thu Feb 22 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Kino Delavski Dom Trbovlje Trbovlje",https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje-https://dogodki.kulturnik.si/?where=Trbovlje,,"sreda, 21. februar 2024"
Ansambel Modrijani,"
Thu Feb 22 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Žiri",https://dogodki.kulturnik.si/?where=%C5%BDiri,https://www.facebook.com/photo/?fbid=914157113415466&set=a.263359735161877,"četrtek, 22. februar 2024"
Dejan Vunjak in Brendijeve barabe,"
Fri Feb 23 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Dom kulture Braslovče Braslovče",https://dogodki.kulturnik.si/?where=Dom%20kulture%20Braslov%C4%8De-https://dogodki.kulturnik.si/?where=Braslov%C4%8De,https://www.facebook.com/photo/?fbid=920118012808010&set=a.343441213809029,"petek, 23. februar 2024"
10. MENT LJUBLJANA,"
Sat Feb 24 2024 00:00:00 GMT+0100 (Central European Standard Time)
 CUK Kino Šiška Ljubljana",https://dogodki.kulturnik.si/?where=CUK%20Kino%20%C5%A0i%C5%A1ka-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.facebook.com/MENTLjubljana/,"sobota, 24. februar 2024"
Desetnica,"
Sun Feb 25 2024 11:00:00 GMT+0100 (Central European Standard Time)
 Kulturnica LGL Ljubljana",https://dogodki.kulturnik.si/?where=Kulturnica%20LGL-https://dogodki.kulturnik.si/?where=Ljubljana,http://www.lgl.si/si/predstave/vse-predstave/1143-Desetnica,"nedelja, 25. februar 2024"
BARTONOVA AKADEMIJA,"
Mon Feb 26 2024 17:30:00 GMT+0100 (Central European Standard Time)
 Tomčeva dvorana Domžale",https://dogodki.kulturnik.si/?where=Tom%C4%8Deva%20dvorana-https://dogodki.kulturnik.si/?where=Dom%C5%BEale,https://www.mojekarte.si/si/bartonova-akademija/vstopnice-1179761.html,"ponedeljek, 26. februar 2024"
Emil in detektivi,"
Tue Feb 27 2024 17:00:00 GMT+0100 (Central European Standard Time)
 Veliki oder LGL Ljubljana",https://dogodki.kulturnik.si/?where=Veliki%20oder%20LGL-https://dogodki.kulturnik.si/?where=Ljubljana,http://www.lgl.si/si/predstave/vse-predstave/339-Emil-in-detektivi,"torek, 27. februar 2024"
Maria Lassnig: Risbe in slike,"
Wed Feb 28 2024 00:00:00 GMT+0100 (Central European Standard Time)
Sun Aug 18 2024 23:59:59 GMT+0200 (Central European Summer Time)
 Cankarjev dom, Galerija CD Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Galerija%20CD-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/razstave/maria-lassnig-risbe-in-slike,"sreda, 28. februar 2024"
ADAMANT,"
Thu Feb 29 2024 10:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom Vrhnika Vrhnika",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%20Vrhnika-https://dogodki.kulturnik.si/?where=Vrhnika,https://www.mojekarte.si/si/adamant/vstopnice-1179594.html,"četrtek, 29. februar 2024"
Literature sveta - Fabula,"
Fri Mar 01 2024 00:00:00 GMT+0100 (Central European Standard Time)
Sat Mar 23 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Ljubljana",https://dogodki.kulturnik.si/?where=Ljubljana,https://festival-fabula.org,"petek, 1. marec 2024"
NI KINO,"
Sat Mar 02 2024 00:00:00 GMT+0100 (Central European Standard Time)
Sun Mar 03 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Kino Delavski Dom Trbovlje Trbovlje",https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje-https://dogodki.kulturnik.si/?where=Trbovlje,,"sobota, 2. marec 2024"
Ansambel Modrijani,"
Sun Mar 03 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Puconci",https://dogodki.kulturnik.si/?where=Puconci,https://www.facebook.com/photo/?fbid=914157113415466&set=a.263359735161877,"nedelja, 3. marec 2024"
Labodje jezero,"
Mon Mar 04 2024 17:00:00 GMT+0100 (Central European Standard Time)
Mon Mar 04 2024 18:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom, Gallusova dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/prireditev-drugega-organizatorja/labodje-jezero,"ponedeljek, 4. marec 2024"
Boštjan Simon solo + Igor Lumpert Syncronicity,"
Tue Mar 05 2024 19:00:00 GMT+0100 (Central European Standard Time)
Tue Mar 05 2024 22:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom, Klub CD Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/glasba/bostjan-simon-solo-igor-lumpert-syncronicity,"torek, 5. marec 2024"
Pogovori s skladatelji - Cikel 1808: Blaženka Arnič Lemež,"
Wed Mar 06 2024 19:30:00 GMT+0100 (Central European Standard Time)
 Kogojeva dvorana DSS, Ljubljana Ljubljana",https://dogodki.kulturnik.si/?where=Kogojeva%20dvorana%20DSS%2C%20Ljubljana-https://dogodki.kulturnik.si/?where=Ljubljana,,"sreda, 6. marec 2024"
Mladinsko Showcase,"
Thu Mar 07 2024 00:00:00 GMT+0100 (Central European Standard Time)
Mon Mar 11 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Ljubljana",https://dogodki.kulturnik.si/?where=Ljubljana,https://mladinsko.com/sl/,"četrtek, 7. marec 2024"
Ansambel Saša Avsenika / Die Mooskirchner,"
Fri Mar 08 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Gostilna in restavracija Avsenik Begunje na Gorenjskem",https://dogodki.kulturnik.si/?where=Gostilna%20in%20restavracija%20Avsenik-https://dogodki.kulturnik.si/?where=Begunje%20na%20Gorenjskem,https://www.avsenik.com/produkt/slovensko-avstrijski-glasbeni-vecer-ansambel-sasa-avsenika-die-mooskirchner,"petek, 8. marec 2024"
TINKO POLOVINKO,"
Sat Mar 09 2024 10:00:00 GMT+0100 (Central European Standard Time)
 Kulturni dom Vransko Vransko",https://dogodki.kulturnik.si/?where=Kulturni%20dom%20Vransko-https://dogodki.kulturnik.si/?where=Vransko,https://www.mojekarte.si/si/tinko-polovinko/vstopnice-1173439.html,"sobota, 9. marec 2024"
Dejan Vunjak in Brendijeve barabe,"
Sun Mar 10 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Krpanov dom, Pivka",https://dogodki.kulturnik.si/?where=Krpanov%20dom%2C%20Pivka,https://www.facebook.com/photo/?fbid=920118012808010&set=a.343441213809029,"nedelja, 10. marec 2024"
"Priscilla (113', biografska glasbena drama)","
Tue Mar 12 2024 09:00:00 GMT+0100 (Central European Standard Time)
Tue Mar 12 2024 11:00:00 GMT+0100 (Central European Standard Time)
 Kino Delavski Dom Trbovlje Trbovlje",https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje-https://dogodki.kulturnik.si/?where=Trbovlje,,"torek, 12. marec 2024"
"Nasmehi, ki odpirajo srca","
Wed Mar 13 2024 00:00:00 GMT+0100 (Central European Standard Time)
Sun May 05 2024 23:59:59 GMT+0200 (Central European Summer Time)
 Cankarjev dom, Mala galerija Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Mala%20galerija-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/razstave/nasmehi-ki-odpirajo-srca,"sreda, 13. marec 2024"
"Mladi virtuozi: Žan Pečenik - evfonij, Blaž Kozjek - pozavna","
Thu Mar 14 2024 19:00:00 GMT+0100 (Central European Standard Time)
 Viteška dvorana, Križanke Ljubljana",https://dogodki.kulturnik.si/?where=Vite%C5%A1ka%20dvorana%2C%20Kri%C5%BEanke-https://dogodki.kulturnik.si/?where=Ljubljana,https://ljubljanafestival.si/event/zan-pecenik-evfonij-blaz-kozjek-pozavna/,"četrtek, 14. marec 2024"
Dejan Vunjak in Brendijeve barabe,"
Fri Mar 15 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Kulturni center Semič Semič",https://dogodki.kulturnik.si/?where=Kulturni%20center%20Semi%C4%8D-https://dogodki.kulturnik.si/?where=Semi%C4%8D,https://www.facebook.com/photo/?fbid=920118012808010&set=a.343441213809029,"petek, 15. marec 2024"
Bobri,"
Sat Mar 16 2024 00:00:00 GMT+0100 (Central European Standard Time)
Sun Apr 07 2024 00:00:00 GMT+0200 (Central European Summer Time)
 Ljubljana",https://dogodki.kulturnik.si/?where=Ljubljana,http://www.bobri.si/,"sobota, 16. marec 2024"
"Johann Sebastian Bach: Pasijon po Janezu, BWV 245","
Sun Mar 17 2024 19:30:00 GMT+0100 (Central European Standard Time)
Sun Mar 17 2024 21:30:00 GMT+0100 (Central European Standard Time)
 Ljubljana, Slovenia Ljubljana",https://dogodki.kulturnik.si/?where=Ljubljana%2C%20Slovenia-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.nasizbori.si/event/johann-sebastian-bach-pasijon-po-janezu-bwv-245/,"nedelja, 17. marec 2024"
Taake / Nordjevel / Theotoxin,"
Mon Mar 18 2024 19:30:00 GMT+0100 (Central European Standard Time)
 Orto Bar Ljubljana",https://dogodki.kulturnik.si/?where=Orto%20Bar-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.orto-bar.com/dogodki/koncerti/taake-nordjevel-theotoxin/,"ponedeljek, 18. marec 2024"
Gaetano Donizetti: Ljubezenski napoj,"
Tue Mar 19 2024 15:00:00 GMT+0100 (Central European Standard Time)
 SNG Opera Balet Ljubljana Ljubljana",https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.opera.si/sl/program/predstava/opera/ljubezenski-napoj/?d=1674,"torek, 19. marec 2024"
5. koncert cikla Carpe artem,"
Wed Mar 20 2024 19:30:00 GMT+0100 (Central European Standard Time)
 Kazinska dvorana Maribor Maribor",https://dogodki.kulturnik.si/?where=Kazinska%20dvorana%20Maribor-https://dogodki.kulturnik.si/?where=Maribor,https://sngmb.mojekarte.si/si/5-koncert-cikla-carpe-artem/vstopnice-1168831.html,"sreda, 20. marec 2024"
Kritični kabaret,"
Thu Mar 21 2024 19:00:00 GMT+0100 (Central European Standard Time)
Thu Mar 21 2024 21:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom, Klub CD Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/literatura-in-humanistika/kriticni-kabaret,"četrtek, 21. marec 2024"
Ansambel Modrijani,"
Fri Mar 22 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Mirna Peč",https://dogodki.kulturnik.si/?where=Mirna%20Pe%C4%8D,https://www.facebook.com/photo/?fbid=914157113415466&set=a.263359735161877,"petek, 22. marec 2024"
Ansambel Modrijani,"
Sat Mar 23 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Oplotnica",https://dogodki.kulturnik.si/?where=Oplotnica,https://www.facebook.com/photo/?fbid=914157113415466&set=a.263359735161877,"sobota, 23. marec 2024"
Ansambel Modrijani,"
Sun Mar 24 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Pivka",https://dogodki.kulturnik.si/?where=Pivka,https://www.facebook.com/photo/?fbid=914157113415466&set=a.263359735161877,"nedelja, 24. marec 2024"
Alojz Ajdič: Miši v operni hiši,"
Mon Mar 25 2024 11:00:00 GMT+0100 (Central European Standard Time)
 SNG Opera Balet Ljubljana Ljubljana",https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.opera.si/sl/program/predstava/opera/misi-v-operni-hisi/?d=2070,"ponedeljek, 25. marec 2024"
Ann O&#039;Aro,"
Tue Mar 26 2024 19:30:00 GMT+0100 (Central European Standard Time)
Tue Mar 26 2024 22:00:00 GMT+0100 (Central European Standard Time)
 Cankarjev dom, Klub CD Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/glasba/ann-oaro,"torek, 26. marec 2024"
Neposlušno 2024,"
Wed Mar 27 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Center kulture Španski borci Ljubljana",https://dogodki.kulturnik.si/?where=Center%20kulture%20%C5%A0panski%20borci-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.sploh.si/si/glasba/neposlusno/719,"sreda, 27. marec 2024"
Neposlušno 2024,"
Thu Mar 28 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Center kulture Španski borci Ljubljana",https://dogodki.kulturnik.si/?where=Center%20kulture%20%C5%A0panski%20borci-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.sploh.si/si/glasba/neposlusno/719,"četrtek, 28. marec 2024"
Dnevi etnografskega filma,"
Fri Mar 29 2024 00:00:00 GMT+0100 (Central European Standard Time)
Sun Mar 31 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Ljubljana",https://dogodki.kulturnik.si/?where=Ljubljana,http://www.def.si,"petek, 29. marec 2024"
Neposlušno 2024,"
Sat Mar 30 2024 00:00:00 GMT+0100 (Central European Standard Time)
 Center kulture Španski borci Ljubljana",https://dogodki.kulturnik.si/?where=Center%20kulture%20%C5%A0panski%20borci-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.sploh.si/si/glasba/neposlusno/719,"sobota, 30. marec 2024"
Srečno naključje,"
Sun Mar 31 2024 19:00:00 GMT+0200 (Central European Summer Time)
Sun Mar 31 2024 20:36:00 GMT+0200 (Central European Summer Time)
 Kinodvor dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.kinodvor.org/film/srecno-nakljucje/,"nedelja, 31. marec 2024"
Nune v akciji!,"
Tue Apr 02 2024 19:30:00 GMT+0200 (Central European Summer Time)
Tue Apr 02 2024 21:00:00 GMT+0200 (Central European Summer Time)
 Cankarjev dom, Linhartova dvorana Ljubljana",https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.cd-cc.si/kultura/prireditev-drugega-organizatorja/nune-v-akciji,"torek, 2. april 2024"
Orto Fest: Plateau / Majmunska posla,"
Wed Apr 03 2024 20:00:00 GMT+0200 (Central European Summer Time)
 Orto Bar Ljubljana",https://dogodki.kulturnik.si/?where=Orto%20Bar-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.orto-bar.com/dogodki/koncerti/orto-fest-2024-plateaumajmunska-posla/,"sreda, 3. april 2024"
"Mladi virtuozi: Ana Mir - rog, Godalni kvartet Opifex","
Thu Apr 04 2024 19:00:00 GMT+0200 (Central European Summer Time)
 Viteška dvorana, Križanke Ljubljana",https://dogodki.kulturnik.si/?where=Vite%C5%A1ka%20dvorana%2C%20Kri%C5%BEanke-https://dogodki.kulturnik.si/?where=Ljubljana,https://ljubljanafestival.si/event/ana-mir-rog-godalni-kvartet-opifex/,"četrtek, 4. april 2024"
Dejan Vunjak in Brendijeve barabe,"
Fri Apr 05 2024 00:00:00 GMT+0200 (Central European Summer Time)
 Kulturni center Primoža Trubarja Šentjernej",https://dogodki.kulturnik.si/?where=Kulturni%20center%20Primo%C5%BEa%20Trubarja-https://dogodki.kulturnik.si/?where=%C5%A0entjernej,https://www.facebook.com/photo/?fbid=920118012808010&set=a.343441213809029,"petek, 5. april 2024"
Jež Milan in jutranja tečnoba,"
Sat Apr 06 2024 11:00:00 GMT+0200 (Central European Summer Time)
 SiTiTeater, Ljubljana Ljubljana",https://dogodki.kulturnik.si/?where=SiTiTeater%2C%20Ljubljana-https://dogodki.kulturnik.si/?where=Ljubljana,https://www.mojekarte.si/si/jez-milan-in-jutranja-tecnoba/vstopnice-1174113.html,"sobota, 6. april 2024"
Amira Medunjanin,"
Mon Apr 08 2024 20:00:00 GMT+0200 (Central European Summer Time)
 Kosovelov dom Sežana Sežana",https://dogodki.kulturnik.si/?where=Kosovelov%20dom%20Se%C5%BEana-https://dogodki.kulturnik.si/?where=Se%C5%BEana,https://kosovelovdom.si/dogodki/amira-medunjanin/,"ponedeljek, 8. april 2024"
